time,close,high,low,open,volumebtc,volume,date
1569596400,7974.02,8000.0,7860.75,7952.66,65.87,522128.34,2019-09-27
1569600000,8015.21,8049.0,7946.71,7974.02,18.71,149955.96,2019-09-27
1569603600,8040.23,8065.33,7997.56,8015.21,12.63,101487.79,2019-09-27
1569607200,8037.24,8061.0,8021.28,8040.23,15.53,124967.67,2019-09-27
1569610800,8007.39,8065.51,8007.39,8037.24,26.57,213393.79,2019-09-27
1569614400,8074.4,8100.0,7986.95,8007.39,53.38,429316.46,2019-09-27
1569618000,8232.98,8267.27,8052.21,8074.4,54.87,449450.61,2019-09-27
1569621600,8200.0,8272.73,8200.0,8232.98,22.12,182123.38,2019-09-27
1569625200,8195.16,8206.67,8162.65,8200.0,36.14,295780.3,2019-09-27
1569628800,8224.27,8227.04,8181.66,8195.16,24.56,201445.26,2019-09-28
1569632400,8181.15,8224.27,8170.0,8224.27,17.8,145821.87,2019-09-28
1569636000,8192.0,8192.0,8145.03,8181.15,14.51,118531.23,2019-09-28
1569639600,8174.18,8192.0,8171.66,8192.0,11.41,93318.37,2019-09-28
1569643200,8195.88,8197.71,8174.06,8174.18,12.78,104666.41,2019-09-28
1569646800,8174.64,8195.88,8164.0,8195.88,8.19,66984.13,2019-09-28
1569650400,8171.31,8183.73,8166.53,8174.64,8.584,70167.35,2019-09-28
1569654000,8223.77,8223.77,8170.89,8171.31,8.607,70653.76,2019-09-28
1569657600,8200.7,8227.46,8190.51,8223.77,7.996,65631.23,2019-09-28
1569661200,8230.83,8241.04,8193.96,8200.7,7.36,60505.02,2019-09-28
1569664800,8192.0,8259.0,8167.74,8230.83,7.185,58834.08,2019-09-28
1569668400,8155.0,8194.32,8128.0,8192.0,9.57,78056.3,2019-09-28
1569672000,8097.36,8156.55,8067.07,8155.0,24.28,196827.69,2019-09-28
1569675600,8121.16,8121.16,8058.42,8097.36,8.292,67083.25,2019-09-28
1569679200,8084.06,8123.39,8067.36,8121.16,8.723,70603.74,2019-09-28
1569682800,8081.13,8093.92,8023.5,8084.06,15.99,128952.14,2019-09-28
1569686400,8110.0,8140.55,8066.0,8081.13,16.24,131632.31,2019-09-28
1569690000,8159.15,8163.97,8104.47,8110.0,6.81,55376.49,2019-09-28
1569693600,8149.7,8187.66,8141.52,8159.15,77.82,635305.13,2019-09-28
1569697200,8160.11,8160.11,8116.59,8149.7,5.155,41955.86,2019-09-28
1569700800,8170.45,8187.17,8140.49,8160.11,71.42,583592.21,2019-09-28
1569704400,8137.02,8182.62,8137.02,8170.45,8.122,66307.38,2019-09-28
1569708000,8160.29,8335.11,8081.7,8137.02,99.71,821709.69,2019-09-28
1569711600,8220.0,8232.67,8142.83,8160.29,24.62,202144.46,2019-09-28
1569715200,8207.96,8211.63,8191.28,8194.23,14.26,116855.98,2019-09-29
1569718800,8190.46,8214.14,8182.19,8207.96,2.652,21738.81,2019-09-29
1569722400,8165.66,8190.46,8165.66,8190.46,3.874,31679.98,2019-09-29
1569726000,8141.56,8175.0,8141.56,8165.66,4.475,36499.99,2019-09-29
1569729600,8126.65,8149.53,8114.35,8141.56,7.193,58458.66,2019-09-29
1569733200,8136.2,8146.16,8116.14,8126.65,3.689,30022.93,2019-09-29
1569736800,8090.0,8136.2,8090.0,8136.2,5.845,47404.13,2019-09-29
1569740400,8100.35,8105.51,8050.0,8090.0,8.393,67882.52,2019-09-29
1569744000,8109.98,8129.01,8100.35,8100.35,4.2,34100.26,2019-09-29
1569747600,8108.96,8137.58,8096.3,8109.98,7.015,56883.56,2019-09-29
1569751200,8084.72,8126.29,8069.23,8108.96,19.89,161057.66,2019-09-29
1569754800,8092.95,8107.36,8053.67,8084.72,8.222,66422.42,2019-09-29
1569758400,7999.35,8092.95,7909.22,8092.95,55.75,444829.14,2019-09-29
1569762000,7996.32,8054.8,7978.33,7999.35,35.25,281789.01,2019-09-29
1569765600,7984.92,8039.43,7984.92,7996.32,102.03,817302.83,2019-09-29
1569769200,7978.64,7993.85,7913.82,7984.92,42.62,339595.62,2019-09-29
1569772800,8028.6,8028.6,7938.27,7978.64,13.69,109311.31,2019-09-29
1569776400,7999.87,8031.5,7999.87,8028.6,6.227,49968.5,2019-09-29
